gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,champ1,champ2,champ3,champ4,champ5
FRA1TMNT1/500192,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/500192?gameHash=4c46ee862ab7abe3,EU CS,2015,Spring,0,2015-02-18 17:38:56,1,5.02,100,Blue,team,,,Gamers2,oe:team:1d16ed15056eb83a39b0863b72cf2ad,,53.0,80.0,158.0,,,1720,0,4,17,5,4,17,0,0,0,0,0,,,,0.1395,0.7326,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,3.0,9.0,0.0,0.0,,,0,1,38209,1332.8721,,2435.6512,0.0,66,2.3023,16,0.5581,10,0,0.0,39344,21484,749.4419,,36293,-0.232864,,676,79,70,9,26.3372,13633,16766,258,14615,16303,256,-982,463,2,2,1,3,3,5,3,20283,26883,425,22197,26779,427,-1914,104,-2,2,1,5,5,11,3,60,27,1,29,71
FRA1TMNT1/490216,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/490216?gameHash=9a889fc99cf688f2,NA CS,2015,Spring,0,2015-02-19 01:27:23,1,5.02,200,Red,team,,,Team Fusion,oe:team:e996958abfd7c1a71cb31fed8ca1ea5,,,53.0,143.0,,,2654,1,27,13,75,27,13,4,1,0,0,0,,,,0.6104,0.9043,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,3.0,0.0,1.0,8.0,2.0,1.0,1.0,,,2,0,99886,2258.1613,,2805.8478,0.0,130,2.939,30,0.6782,27,0,0.0,80884,54151,1224.2125,,72993,0.169054,,933,168,118,50,24.8907,13261,17261,268,13255,18080,238,6,-819,30,0,0,1,1,0,0,21441,27920,405,19194,26189,373,2247,1731,32,5,9,1,1,0,5,43,104,69,118,45
FRA1TMNT1/490216,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/490216?gameHash=9a889fc99cf688f2,NA CS,2015,Spring,0,2015-02-19 01:27:23,1,5.02,100,Blue,team,,,Final Five,oe:team:dc2cbf450547e86e4b73d6073c3a7c8,,7.0,46.0,1.0,,,2654,0,13,27,33,13,27,3,0,0,0,1,,,,0.2939,0.9043,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,3.0,0.0,2.0,8.0,0.0,0.0,,,0,2,91868,2076.8953,,2941.4921,0.0,113,2.5546,32,0.7234,18,0,0.0,63818,37085,838.3949,,61615,-0.169054,,972,132,126,6,24.9586,13255,18080,238,13261,17261,268,-6,819,-30,1,0,0,0,0,1,19194,26189,373,21441,27920,405,-2247,-1731,-32,1,0,5,5,9,1,106,100,56,38,71
FRA1TMNT1/490218,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/490218?gameHash=d1518bc3245bca8d,NA CS,2015,Spring,0,2015-02-19 03:01:58,1,5.02,200,Red,team,,,Enemy,oe:team:8c6d21187fb58b7a079d70030686b33,,158.0,69.0,56.0,,,1658,1,9,1,19,9,1,1,0,0,0,1,,,,0.3257,0.3619,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,13.0,1.0,1.0,1.0,,,4,0,51827,1875.5247,,1871.4355,0.0,63,2.2799,20,0.7238,13,0,0.0,50023,32752,1185.2352,,42845,0.205521,,629,90,76,14,26.0193,13543,17145,254,12584,15769,231,959,1376,23,1,2,0,0,0,1,22890,27380,429,19221,26091,393,3669,1289,36,1,2,0,0,0,1,117,143,151,53,80
FRA1TMNT1/490218,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/490218?gameHash=d1518bc3245bca8d,NA CS,2015,Spring,0,2015-02-19 03:01:58,1,5.02,100,Blue,team,,,Team Dragon Knights,oe:team:9258ebe3b68150d21add891da1b6ca9,,86.0,104.0,118.0,,,1658,0,1,9,3,1,9,0,0,0,0,0,,,,0.0362,0.3619,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,13.0,0.0,0.0,,,0,4,33440,1210.1327,,2609.3486,0.0,68,2.4608,25,0.9047,12,0,0.0,36091,18820,681.0615,,34860,-0.205521,,644,94,89,5,26.7069,12584,15769,231,13543,17145,254,-959,-1376,-23,0,0,1,1,2,0,19221,26091,393,22890,27380,429,-3669,-1289,-36,0,0,1,1,2,0,146,100,11,38,45
FRA1TMNT1/490221,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/490221?gameHash=139da78e7ba108fc,NA CS,2015,Spring,0,2015-02-19 03:48:06,1,5.02,200,Red,team,,,CLG Black,oe:team:9a7e82857e8df9eb77b1bd463691561,,30.0,43.0,46.0,,,2210,1,16,7,42,16,7,1,1,0,0,1,,,,0.4344,0.6244,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,8.0,3.0,1.0,1.0,,,1,0,68420,1857.5566,,1915.9548,0.0,96,2.6063,37,1.0045,21,0,0.0,61039,38524,1045.9005,,54875,0.109218,,837,98,78,20,25.3846,13853,16888,261,12516,15944,233,1337,944,28,2,3,0,0,0,2,21220,26501,432,19446,26215,409,1774,286,23,2,3,0,0,0,2,106,143,69,38,130
FRA1TMNT1/490221,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/FRA1TMNT1/490221?gameHash=139da78e7ba108fc,NA CS,2015,Spring,0,2015-02-19 03:48:06,1,5.02,100,Blue,team,,,TSM Darkness,oe:team:8a9de50199b393cd7e860e0da9fa0c1,,53.0,1.0,80.0,,,2210,0,7,16,21,7,16,1,1,0,0,0,,,,0.19,0.6244,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,3.0,8.0,0.0,0.0,,,0,1,50991,1384.371,,2375.6742,0.0,92,2.4977,32,0.8688,18,0,0.0,51350,28835,782.8507,,49192,-0.109218,,806,120,111,9,25.1403,12516,15944,233,13853,16888,261,-1337,-944,-28,0,0,2,2,3,0,19446,26215,409,21220,26501,432,-1774,-286,-23,0,0,2,2,3,0,36,93,56,118,45
TRLH3/1001040025,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040025?gameHash=91b5a0dc403c1721,EU LCS,2015,Spring,0,2015-02-19 16:48:43,1,5.03,200,Red,team,,,Copenhagen Wolves,oe:team:6d92c120d5550d72128830b0a4df0f8,,65.0,158.0,56.0,,,2537,1,17,7,42,17,7,1,0,0,0,1,,,,0.402,0.5676,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,9.0,4.0,1.0,1.0,,,3,0,65539,1549.9961,,2801.2692,0.0,138,3.2637,46,1.0879,17,0,0.0,72336,46715,1104.8088,,65400,0.132794,,975,132,81,51,26.1805,13065,17459,262,13171,16473,263,-106,986,-1,0,0,0,0,0,0,24315,29073,426,20915,25912,421,3400,3161,5,5,12,1,1,1,5,75,46,1,25,71
TRLH3/1001040025,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040025?gameHash=91b5a0dc403c1721,EU LCS,2015,Spring,0,2015-02-19 16:48:43,1,5.03,100,Blue,team,,,Team ROCCAT,oe:team:907351811cc0343ae5746cd2c75549d,,19.0,53.0,7.0,,,2537,0,7,17,16,7,17,1,0,0,0,0,,,,0.1655,0.5676,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,4.0,9.0,0.0,0.0,,,0,3,86329,2041.6791,,2103.6894,0.0,123,2.9089,46,1.0879,19,0,0.0,60078,34457,814.9074,,57256,-0.132794,,953,148,121,27,26.0386,13171,16473,263,13065,17459,262,106,-986,1,0,0,0,0,0,0,20915,25912,421,24315,29073,426,-3400,-3161,-5,1,1,5,5,12,1,69,86,29,21,80
TRLH3/1001040034,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040034?gameHash=ee7d3e4dc09a365d,EU LCS,2015,Spring,0,2015-02-19 18:10:01,1,5.03,200,Red,team,,,unknown team,,,104.0,56.0,86.0,,,2528,1,10,22,23,10,22,1,0,0,0,1,,,,0.2373,0.7595,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,0.0,8.0,7.0,0.0,0.0,,,1,0,66766,1584.6361,,2541.4557,0.0,129,3.0617,43,1.0206,18,0,0.0,65553,40017,949.7706,,57320,-0.196421,,919,161,152,9,25.6329,13200,17261,257,14079,17397,264,-879,-136,-7,0,0,0,0,0,0,21914,28802,434,22152,28601,456,-238,201,-22,2,2,2,2,3,2,36,100,151,118,80
TRLH3/1001040034,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040034?gameHash=ee7d3e4dc09a365d,EU LCS,2015,Spring,0,2015-02-19 18:10:01,1,5.03,100,Blue,team,,,Elements,oe:team:aa56a2e65d8106aef3c61e4f6bf94fd,,,,47.0,,,2528,0,22,10,41,22,10,3,0,0,0,0,,,,0.5222,0.7595,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,1.0,7.0,8.0,1.0,1.0,,,0,1,71930,1707.1994,,2373.0854,0.0,126,2.9905,48,1.1392,20,0,0.0,72415,46879,1112.6345,,69805,0.196421,,1089,176,141,35,30.0237,14079,17397,264,13200,17261,257,879,136,7,0,0,0,0,0,0,22152,28601,456,21914,28802,434,238,-201,22,2,3,2,2,2,2,69,66,1,21,7
TRLH3/1001040042,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040042?gameHash=d2705bfb515f0edc,EU LCS,2015,Spring,0,2015-02-19 19:21:01,1,5.03,100,Blue,team,,,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,,60.0,36.0,56.0,,,2612,1,29,14,67,29,14,6,2,0,0,1,,,,0.6662,0.9877,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,1.0,0.0,10.0,4.0,0.0,0.0,,,2,0,118880,2730.781,,2767.925,0.0,168,3.8591,34,0.781,24,0,0.0,82591,56257,1292.2741,,74388,0.149414,,979,196,138,58,26.9908,14707,18092,240,13180,16896,264,1527,1196,-24,4,5,0,0,0,4,22243,28485,406,21859,27377,413,384,1108,-7,6,8,2,2,2,6,106,100,158,21,130
TRLH3/1001040042,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040042?gameHash=d2705bfb515f0edc,EU LCS,2015,Spring,0,2015-02-19 19:21:01,1,5.03,200,Red,team,,,SK Gaming,oe:team:75760dca486d4682426196b76bd1a54,,69.0,104.0,67.0,,,2612,0,14,29,40,14,29,1,0,0,0,0,,,,0.3216,0.9877,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,1.0,2.0,1.0,4.0,10.0,1.0,1.0,,,0,2,79120,1817.4579,,3376.6769,0.0,99,2.2741,42,0.9648,15,0,0.0,66526,40192,923.2466,,64046,-0.149414,,950,146,132,14,25.1761,13180,16896,264,14707,18092,240,-1527,-1196,24,0,0,4,4,5,0,21859,27377,413,22243,28485,406,-384,-1108,7,2,2,6,6,8,2,103,46,1,38,7
TRLH3/1001040055,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040055?gameHash=dcab210f208eb11a,EU LCS,2015,Spring,0,2015-02-19 20:35:25,1,5.03,200,Red,team,,,Gambit Gaming,oe:team:3e18c32708da93cf6bdbd1d20b76731,,118.0,56.0,1.0,,,2555,1,15,6,37,15,6,1,0,0,0,1,,,,0.3523,0.4932,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,11.0,3.0,1.0,1.0,,,2,0,86869,2039.9765,,2418.4344,0.0,156,3.6634,42,0.9863,22,0,0.0,74170,48378,1136.0783,,65850,0.116445,,1018,181,141,40,28.1566,15190,18335,280,13776,17607,257,1414,728,23,2,2,2,2,1,2,24651,28739,426,20814,27587,424,3837,1152,2,5,6,3,3,3,5,103,86,29,38,7
TRLH3/1001040055,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040055?gameHash=dcab210f208eb11a,EU LCS,2015,Spring,0,2015-02-19 20:35:25,1,5.03,100,Blue,team,,,MeetYourMakers,oe:team:1e6cd215a738a06f6bde5fc43618218,,65.0,158.0,130.0,,,2555,0,6,15,9,6,15,1,0,0,0,0,,,,0.1409,0.4932,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,,,0,2,65115,1529.1194,,2570.0431,0.0,130,3.0528,46,1.0802,17,0,0.0,59939,34147,801.8865,,58604,-0.116445,,1028,171,153,18,28.1566,13776,17607,257,15190,18335,280,-1414,-728,-23,2,1,2,2,2,2,20814,27587,424,24651,28739,426,-3837,-1152,-2,3,3,5,5,6,3,43,100,151,21,67
TRLH3/1001040076,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040076?gameHash=42c64c17019eec78,EU LCS,2015,Spring,0,2015-02-19 21:46:31,1,5.03,200,Red,team,,,H2k-Gaming,oe:team:5b90b1fda6971ccdccf9eb32286aa50,,19.0,75.0,86.0,,,2455,1,20,10,48,20,10,2,0,0,0,0,,,,0.4888,0.7332,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,10.0,4.0,1.0,1.0,,,1,0,78179,1910.6884,,2454.1344,0.0,122,2.9817,39,0.9532,15,0,0.0,73674,48832,1193.4501,,63935,0.0896181,,1002,167,140,27,28.5703,14000,18129,305,13757,17599,284,243,530,21,0,0,0,0,0,0,22064,29548,471,22319,29328,449,-255,220,22,3,6,4,4,5,3,36,100,91,38,130
TRLH3/1001040076,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040076?gameHash=42c64c17019eec78,EU LCS,2015,Spring,0,2015-02-19 21:46:31,1,5.03,100,Blue,team,,,Unicorns of Love,oe:team:142fd4ee188f60dc0549cdca7610e55,,158.0,69.0,118.0,,,2455,0,10,20,18,10,20,0,0,0,0,1,,,,0.2444,0.7332,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,4.0,10.0,0.0,0.0,,,0,1,69872,1707.666,,2472.0733,0.0,117,2.8595,39,0.9532,15,0,0.0,60531,35689,872.2363,,58451,-0.0896181,,986,132,118,14,27.3238,13757,17599,284,14000,18129,305,-243,-530,-21,0,0,0,0,0,0,22319,29328,449,22064,29548,471,255,-220,-22,4,5,3,3,6,4,43,46,124,21,80
TRLH3/1001040091,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040091?gameHash=b1712b7956fc3028,EU LCS,2015,Spring,0,2015-02-20 16:43:34,1,5.03,200,Red,team,,,Gambit Gaming,oe:team:3e18c32708da93cf6bdbd1d20b76731,,106.0,104.0,69.0,,,2312,1,33,9,87,33,9,6,1,0,0,0,,,,0.8564,1.09,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,0.0,8.0,5.0,1.0,0.0,,,2,0,107112,2779.7232,,2639.8702,0.0,131,3.3997,46,1.1938,17,0,0.0,72303,48819,1266.9291,,66965,0.220877,,860,170,136,34,26.7301,14112,17363,271,13651,16164,255,461,1199,16,2,5,1,1,2,2,21576,29444,456,20399,27559,428,1177,1885,28,3,6,1,1,2,3,60,100,1,53,80
TRLH3/1001040091,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040091?gameHash=b1712b7956fc3028,EU LCS,2015,Spring,0,2015-02-20 16:43:34,1,5.03,100,Blue,team,,,Fnatic,oe:team:78f183fa5a7d8ecb22b9ad272c3abd7,,86.0,36.0,56.0,,,2312,0,9,33,18,9,33,1,0,0,0,1,,,,0.2336,1.09,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,1.0,5.0,8.0,0.0,1.0,,,0,2,61709,1601.4446,,3489.109,0.0,119,3.0882,39,1.0121,17,0,0.0,55377,31893,827.673,,53645,-0.220877,,806,140,124,16,24.5502,13651,16164,255,14112,17363,271,-461,-1199,-16,1,2,2,2,5,1,20399,27559,428,21576,29444,456,-1177,-1885,-28,1,2,3,3,6,1,75,90,158,38,130
TRLH3/1001040100,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040100?gameHash=ead7f4e96dbf9aa7,EU LCS,2015,Spring,0,2015-02-20 18:01:00,1,5.03,100,Blue,team,,,Team ROCCAT,oe:team:907351811cc0343ae5746cd2c75549d,,56.0,1.0,69.0,,,1854,1,13,2,28,13,2,1,0,0,0,0,,,,0.4207,0.4854,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,11.0,3.0,1.0,1.0,,,4,0,53640,1735.9223,,1870.2589,0.0,91,2.945,26,0.8414,15,0,0.0,57230,38097,1232.9126,,50386,0.192388,,778,106,85,21,28.6084,14097,17687,286,14247,18151,282,-150,-464,4,1,1,1,1,0,1,23275,28495,459,22631,28103,435,644,392,24,3,4,1,1,0,3,43,46,65,21,80
TRLH3/1001040100,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040100?gameHash=ead7f4e96dbf9aa7,EU LCS,2015,Spring,0,2015-02-20 18:01:00,1,5.03,200,Red,team,,,Elements,oe:team:aa56a2e65d8106aef3c61e4f6bf94fd,,,,158.0,,,1854,0,2,13,1,2,13,0,0,0,0,1,,,,0.0647,0.4854,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,,,0,4,31920,1033.0097,,2435.2751,0.0,72,2.3301,27,0.8738,19,0,0.0,43589,24456,791.4563,,41543,-0.192388,,715,129,112,17,27.3139,14247,18151,282,14097,17687,286,150,464,-4,1,0,1,1,1,1,22631,28103,435,23275,28495,459,-644,-392,-24,1,0,3,3,4,1,36,100,29,118,7
TRLH3/1001040113,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040113?gameHash=0f7d5b795f80f910,EU LCS,2015,Spring,0,2015-02-20 18:56:11,1,5.03,100,Blue,team,,,Copenhagen Wolves,oe:team:6d92c120d5550d72128830b0a4df0f8,,65.0,43.0,1.0,,,2901,1,25,18,86,25,18,4,2,1,0,0,,,,0.5171,0.8893,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,1.0,8.0,4.0,0.0,0.0,,,1,0,120469,2491.6029,,2699.5243,0.0,165,3.4126,48,0.9928,20,0,0.0,83098,54019,1117.2492,,78010,0.0725705,,1097,194,168,26,26.7011,13506,15402,249,13315,16011,245,191,-609,4,0,0,1,1,1,0,21727,26199,434,20439,26895,428,1288,-696,6,1,1,1,1,1,1,80,46,56,38,71
TRLH3/1001040113,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040113?gameHash=0f7d5b795f80f910,EU LCS,2015,Spring,0,2015-02-20 18:56:11,1,5.03,200,Red,team,,,MeetYourMakers,oe:team:1e6cd215a738a06f6bde5fc43618218,,25.0,53.0,19.0,,,2901,0,18,25,46,18,25,2,0,0,0,1,,,,0.3723,0.8893,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,0.0,4.0,8.0,1.0,1.0,,,0,1,103510,2140.848,,3292.7404,0.0,126,2.606,67,1.3857,20,0,0.0,76900,47821,989.0589,,72547,-0.0725705,,1071,199,176,23,26.2668,13315,16011,245,13506,15402,249,-191,609,-4,1,1,0,0,0,1,20439,26895,428,21727,26199,434,-1288,696,-6,1,1,1,1,1,1,75,100,48,21,7
TRLH3/1001040125,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040125?gameHash=ce0ff7cee8b04b23,EU LCS,2015,Spring,0,2015-02-20 20:09:35,1,5.03,100,Blue,team,,,unknown team,,,19.0,86.0,56.0,,,2442,1,19,14,47,19,14,4,0,0,0,0,,,,0.4668,0.8108,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,2.0,0.0,1.0,10.0,5.0,0.0,0.0,,,3,0,89513,2199.3366,,3024.2752,0.0,136,3.3415,40,0.9828,18,0,0.0,71556,46837,1150.7862,,62180,0.0522129,,908,155,113,42,26.1179,14451,17556,276,14514,17249,261,-63,307,15,2,2,3,3,7,2,22449,28502,471,21814,28577,456,635,-75,15,2,2,3,3,7,2,103,46,1,118,80
TRLH3/1001040125,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040125?gameHash=ce0ff7cee8b04b23,EU LCS,2015,Spring,0,2015-02-20 20:09:35,1,5.03,200,Red,team,,,Unicorns of Love,oe:team:142fd4ee188f60dc0549cdca7610e55,,47.0,36.0,100.0,,,2442,0,14,19,39,14,19,2,0,0,0,1,,,,0.344,0.8108,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,2.0,0.0,5.0,10.0,1.0,1.0,,,0,3,90808,2231.1548,,2907.0762,0.0,151,3.7101,43,1.0565,17,0,0.0,61466,36747,902.8747,,59016,-0.0522129,,934,111,101,10,25.6757,14514,17249,261,14451,17556,276,63,-307,-15,3,7,2,2,2,3,21814,28577,456,22449,28502,471,-635,75,-15,3,7,2,2,2,3,75,66,151,21,130
TRLH3/1001040140,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040140?gameHash=3d1d8da9c13ef00c,EU LCS,2015,Spring,0,2015-02-20 21:16:57,1,5.03,200,Red,team,,,H2k-Gaming,oe:team:5b90b1fda6971ccdccf9eb32286aa50,,56.0,86.0,38.0,,,2315,1,18,8,37,18,8,1,0,0,0,1,,,,0.4665,0.6739,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,11.0,3.0,1.0,1.0,,,3,0,70188,1819.1274,,2324.4752,0.0,116,3.0065,37,0.959,12,0,0.0,70133,46621,1208.3197,,61545,0.0934564,,935,134,107,27,27.7063,13498,17744,251,14219,17623,306,-721,121,-55,1,1,0,0,0,1,22443,28581,418,21071,27409,481,1372,1172,-63,3,3,0,0,0,3,36,66,1,118,7
TRLH3/1001040140,complete,http://matchhistory.euw.leagueoflegends.com/en/#match-details/TRLH3/1001040140?gameHash=3d1d8da9c13ef00c,EU LCS,2015,Spring,0,2015-02-20 21:16:57,1,5.03,100,Blue,team,,,SK Gaming,oe:team:75760dca486d4682426196b76bd1a54,,158.0,43.0,69.0,,,2315,0,8,18,20,8,18,2,0,0,0,0,,,,0.2073,0.6739,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,3.0,11.0,0.0,0.0,,,0,3,65030,1685.4428,,2459.9482,0.0,115,2.9806,35,0.9071,17,0,0.0,59100,35588,922.3672,,56050,-0.0934564,,1013,157,138,19,30.324,14219,17623,306,13498,17744,251,721,-121,55,0,0,1,1,1,0,21071,27409,481,22443,28581,418,-1372,-1172,63,0,0,3,3,3,0,60,100,65,17,71
TREU/1000620027,complete,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000620027?gameHash=91ce22967ac77195,TCL,2015,Winter,0,2015-02-21 11:50:19,1,5.03,200,Red,team,,,HWA Gaming,oe:team:47980e0bc08d56ec5a4274f07016ab5,,106.0,46.0,7.0,,,1465,1,13,1,22,13,1,0,0,0,0,1,,,,0.5324,0.5734,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,1.0,1.0,0.0,1.0,11.0,1.0,1.0,1.0,,,3,0,47648,1951.4539,,1869.7065,0.0,43,1.7611,11,0.4505,8,0,0.0,46278,30841,1263.1126,,41020,0.333732,,563,55,42,13,25.3106,14592,17751,254,12210,15351,215,2382,2400,39,4,3,0,0,0,4,25621,29178,409,18756,24812,356,6865,4366,53,9,10,1,1,0,9,69,90,158,38,45
TREU/1000620027,complete,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000620027?gameHash=91ce22967ac77195,TCL,2015,Winter,0,2015-02-21 11:50:19,1,5.03,100,Blue,team,,,Big Plays Incorporated,oe:team:1ac4df9688139a3995d92043a9aedf9,,100.0,1.0,67.0,,,1465,0,1,13,0,1,13,0,0,0,0,0,,,,0.041,0.5734,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,,,0,3,23856,977.0375,,2821.9659,0.0,55,2.2526,11,0.4505,6,0,0.0,30523,15086,617.8567,,29288,-0.333732,,505,89,83,6,24.3276,12210,15351,215,14592,17751,254,-2382,-2400,-39,0,0,4,4,3,0,18756,24812,356,25621,29178,409,-6865,-4366,-53,1,0,9,9,10,1,43,109,56,131,82
TREU/1000630032,complete,http://matchhistory.tr.leagueoflegends.com/tr/#match-details/TREU/1000630032?gameHash=27428bc62e40298d,TCL,2015,Winter,0,2015-02-21 12:43:17,1,5.03,200,Red,team,,,Dark Passage,oe:team:a42600a99997fca0d35f2821662b997,,86.0,53.0,36.0,,,2042,1,26,6,68,26,6,2,1,0,0,0,,,,0.764,0.9403,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,0.0,0.0,1.0,0.0,9.0,2.0,1.0,1.0,,,2,0,76029,2233.9569,,2397.7081,0.0,63,1.8511,39,1.1459,13,0,0.0,62468,41549,1220.8325,,54590,0.188458,,852,114,81,33,28.3839,14578,18078,297,13568,17430,269,1010,648,28,2,4,1,1,2,2,22875,28197,459,21480,27430,441,1395,767,18,4,9,2,2,5,4,69,100,1,70,16
