gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15,champ1,champ2,champ3,champ4,champ5
TRKR1/830155,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/830155?gameHash=567e012a68cd96b6,KeSPA,2016,,0,2015-11-10 11:21:31,3,5.21,100,Blue,team,,,ESC Ever,oe:team:2e32a1985132a6c92ac8d39a3d158f0,,130.0,134.0,71.0,,,2495,1,19,16,47,19,16,2,2,0,0,0,,,,0.4569,0.8417,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,4.0,1.0,1.0,,,2,0,84297,2027.1824,,2201.7234,0.0,172,4.1363,62,1.491,25,0,0.0,74464,49242,1184.1764,,69073,0.0751523,,983,166,135,31,27.6313,14372,17299,224,14719,17199,245,-347,100,-21,4,6,4,4,7,4,22435,27741,399,22418,26789,388,17,952,11,4,6,5,5,8,4,107,62,34,9,12
TRKR1/830155,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/830155?gameHash=567e012a68cd96b6,KeSPA,2016,,0,2015-11-10 11:21:31,3,5.21,200,Red,team,,,Rebels Anarchy,oe:team:05e27fbd83768ba717ef966c8824e66,,125.0,69.0,56.0,,,2495,0,16,19,38,16,19,1,0,0,0,1,,,,0.3848,0.8417,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,10.0,0.0,0.0,,,0,2,62808,1510.4128,,2819.976,0.0,137,3.2946,47,1.1303,18,0,0.0,67712,42490,1021.8036,,64070,-0.0751523,,993,161,134,27,27.7515,14719,17199,245,14372,17299,224,347,-100,21,4,7,4,4,6,4,22418,26789,388,22435,27741,399,-17,-952,-11,5,8,4,4,6,5,103,66,65,53,60
TRKR1/830156,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/830156?gameHash=e441f9988398955c,KeSPA,2016,,0,2015-11-10 12:17:14,1,5.21,100,Blue,team,,,SK Telecom T1,oe:team:3354e252e33ed55fd8fa14595ca1564,,125.0,71.0,66.0,,,1496,1,20,5,47,20,5,3,0,0,0,1,,,,0.8021,1.0027,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,1.0,,,0,0,51507,2065.7888,,2577.6337,0.0,72,2.8877,22,0.8824,11,0,0.0,45725,29993,1202.9278,,39050,0.240551,,671,90,67,23,30.5214,14999,17380,258,13258,15432,223,1741,1948,35,4,8,2,2,6,4,24993,29151,440,20698,25157,383,4295,3994,57,7,11,2,2,6,7,36,27,56,53,114
TRKR1/830156,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/830156?gameHash=e441f9988398955c,KeSPA,2016,,0,2015-11-10 12:17:14,1,5.21,200,Red,team,,,SBENU Korea,oe:team:14b278a98a1b9727523f77e7d6c759e,,103.0,106.0,107.0,,,1496,0,5,20,13,5,20,0,0,0,0,0,,,,0.2005,1.0027,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,0.0,,,0,0,43948,1762.6203,,2769.6257,0.0,67,2.6872,26,1.0428,9,0,0.0,34968,19236,771.4973,,30665,-0.240551,,500,91,82,9,23.7032,13258,15432,223,14999,17380,258,-1741,-1948,-35,2,6,4,4,8,2,20698,25157,383,24993,29151,440,-4295,-3994,-57,2,6,7,7,11,2,73,62,48,50,4
TRKR1/830166,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/830166?gameHash=c47fd82846c2e3f6,KeSPA,2016,,0,2015-11-10 13:19:23,2,5.21,100,Blue,team,,,SBENU Korea,oe:team:14b278a98a1b9727523f77e7d6c759e,,27.0,100.0,125.0,,,2221,1,12,7,38,12,7,1,0,0,0,1,,,,0.3242,0.5133,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,11.0,3.0,1.0,1.0,,,4,0,87986,2376.9293,,2411.3462,0.0,106,2.8636,40,1.0806,18,0,0.0,62642,40023,1081.2157,,59705,0.101882,,850,153,133,20,27.0959,14038,16850,279,13929,17278,275,109,-428,4,1,2,1,1,1,1,22706,27605,462,22079,28394,469,627,-789,-7,1,2,1,1,1,1,114,86,141,53,130
TRKR1/830166,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/830166?gameHash=c47fd82846c2e3f6,KeSPA,2016,,0,2015-11-10 13:19:23,2,5.21,200,Red,team,,,SK Telecom T1,oe:team:3354e252e33ed55fd8fa14595ca1564,,62.0,71.0,66.0,,,2221,0,7,12,15,7,12,0,0,0,0,0,,,,0.1891,0.5133,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,11.0,0.0,0.0,,,0,4,57255,1546.7357,,3403.3859,0.0,108,2.9176,44,1.1887,12,0,0.0,56423,33804,913.2103,,53917,-0.101882,,1017,138,123,15,31.2022,13929,17278,275,14038,16850,279,-109,428,-4,1,1,1,1,2,1,22079,28394,469,22706,27605,462,-627,789,7,1,1,1,1,2,1,31,37,107,131,4
TRKR1/830167,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/830167?gameHash=830da23886985fbd,KeSPA,2016,,0,2015-11-10 14:11:43,3,5.21,100,Blue,team,,,SK Telecom T1,oe:team:3354e252e33ed55fd8fa14595ca1564,,86.0,141.0,66.0,,,1676,1,16,4,41,16,4,1,0,0,0,0,,,,0.5728,0.716,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,11.0,1.0,1.0,1.0,,,2,0,53151,1902.7804,,2055.2864,0.0,95,3.401,34,1.2172,14,0,0.0,52932,35490,1270.5251,,46535,0.225331,,732,126,92,34,30.716,13534,15772,246,14434,16524,256,-900,-752,-10,0,0,1,1,1,0,20811,26686,446,21227,26766,435,-416,-80,11,0,0,1,1,1,0,36,37,91,53,130
TRKR1/830167,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/830167?gameHash=830da23886985fbd,KeSPA,2016,,0,2015-11-10 14:11:43,3,5.21,200,Red,team,,,SBENU Korea,oe:team:14b278a98a1b9727523f77e7d6c759e,,27.0,100.0,125.0,,,1676,0,4,16,4,4,16,1,0,0,0,1,,,,0.1432,0.716,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,11.0,0.0,0.0,,,0,2,27712,992.0764,,2662.4105,0.0,82,2.9356,30,1.074,10,0,0.0,37194,19752,707.1122,,37111,-0.225331,,636,98,93,5,26.2768,14434,16524,256,13534,15772,246,900,752,10,1,1,0,0,0,1,21227,26766,435,20811,26686,446,416,80,-11,1,1,0,0,0,1,114,62,71,131,4
TRSA1/1140036,complete,http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1140036?gameHash=786c204d60e43516,CBLOL,2015,Post,0,2015-11-12 15:11:18,1,5.21,100,Blue,team,,,INTZ,oe:team:bcb21457414eb9be1d27489ff7e8e59,,125.0,114.0,100.0,,,1532,1,25,6,69,25,6,2,0,0,0,1,,,,0.9791,1.2141,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,11.0,1.0,1.0,1.0,,,3,0,55116,2158.5901,,2330.8747,0.0,71,2.7807,24,0.9399,15,0,0.0,53503,37429,1465.8877,,46985,0.418946,,652,95,67,28,29.2559,15418,16845,250,14005,14858,199,1413,1987,51,4,5,3,3,8,4,23773,27882,406,20097,22335,319,3676,5547,87,8,15,4,4,11,8,103,46,56,53,130
TRSA1/1140036,complete,http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1140036?gameHash=786c204d60e43516,CBLOL,2015,Post,0,2015-11-12 15:11:18,1,5.21,200,Red,team,,,Big Gods,oe:team:720582b405a4fafd693c0c55a1f5419,,34.0,79.0,62.0,,,1532,0,6,25,14,6,25,0,0,0,0,0,,,,0.235,1.2141,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,0.0,,,0,3,24203,947.8982,,2798.1462,0.0,66,2.5849,21,0.8225,9,0,0.0,33346,17272,676.4491,,30710,-0.418946,,490,80,74,6,22.3238,14005,14858,199,15418,16845,250,-1413,-1987,-51,3,8,4,4,5,3,20097,22335,319,23773,27882,406,-3676,-5547,-87,4,11,8,8,15,4,22,27,145,131,4
TRSA1/1140037,complete,http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1140037?gameHash=d9536d579eed07b9,CBLOL,2015,Post,0,2015-11-12 15:55:35,2,5.21,100,Blue,team,,,Big Gods,oe:team:720582b405a4fafd693c0c55a1f5419,,62.0,4.0,79.0,,,2317,1,21,13,48,21,13,6,1,0,0,1,,,,0.5438,0.8804,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,7.0,1.0,1.0,,,4,1,85809,2222.0716,,2786.8019,0.0,113,2.9262,45,1.1653,27,0,0.0,62302,38771,1003.9965,,56150,0.00580487,,790,143,112,31,24.1606,14457,14837,228,13918,15374,214,539,-537,14,1,3,0,0,0,1,21855,24598,392,20995,25981,399,860,-1383,-7,1,3,0,0,0,1,106,100,158,53,130
TRSA1/1140037,complete,http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1140037?gameHash=d9536d579eed07b9,CBLOL,2015,Post,0,2015-11-12 15:55:35,2,5.21,200,Red,team,,,INTZ,oe:team:bcb21457414eb9be1d27489ff7e8e59,,34.0,6.0,114.0,,,2317,0,13,21,16,13,21,2,0,0,0,0,,,,0.3366,0.8804,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,9.0,0.0,0.0,,,1,4,61577,1594.5706,,2982.391,0.0,128,3.3146,53,1.3725,28,0,0.0,58808,35277,913.5175,,55825,-0.00580487,,881,127,124,3,26.1027,13918,15374,214,14457,14837,228,-539,537,-14,0,0,1,1,3,0,20995,25981,399,21855,24598,392,-860,1383,7,0,0,1,1,3,0,31,27,71,131,125
TRSA1/1130063,complete,http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1130063?gameHash=41f12843351ac7be,CBLOL,2015,Post,0,2015-11-12 16:54:41,3,5.21,100,Blue,team,,,INTZ,oe:team:bcb21457414eb9be1d27489ff7e8e59,,125.0,114.0,100.0,,,1434,1,21,3,32,21,3,3,0,0,0,1,,,,0.8787,0.9623,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,1.0,1.0,1.0,,,1,0,51846,2169.2887,,2204.3096,0.0,72,3.0126,19,0.795,20,0,0.0,46039,30896,1292.7197,,42092,0.472473,,573,80,49,31,27.3222,14472,16379,228,12510,14013,208,1962,2366,20,3,3,0,0,0,3,24098,27856,403,18471,22129,341,5627,5727,62,6,7,0,0,0,6,105,27,107,62,130
TRSA1/1130063,complete,http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1130063?gameHash=41f12843351ac7be,CBLOL,2015,Post,0,2015-11-12 16:54:41,3,5.21,200,Red,team,,,Big Gods,oe:team:720582b405a4fafd693c0c55a1f5419,,34.0,79.0,53.0,,,1434,0,2,21,3,2,21,0,0,0,0,0,,,,0.0837,0.9623,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,9.0,0.0,0.0,,,0,1,24702,1033.5565,,2749.205,0.0,55,2.3013,12,0.5021,12,0,0.0,28548,13405,560.8787,,26005,-0.472473,,455,53,49,4,21.2552,12510,14013,208,14472,16379,228,-1962,-2366,-20,0,0,3,3,3,0,18471,22129,341,24098,27856,403,-5627,-5727,-62,0,0,6,6,7,0,31,37,145,131,4
TRSA1/1130070,complete,http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1130070?gameHash=98f654a1229e5aea,CBLOL,2015,Post,0,2015-11-12 17:42:17,1,5.21,100,Blue,team,,,Vivo Keyd,oe:team:2ac91e85ddcfa4e5c6ec6c9b5d3f3f0,,114.0,27.0,62.0,,,2152,1,16,1,40,16,1,2,0,0,0,1,,,,0.4461,0.474,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,11.0,0.0,1.0,1.0,,,3,0,69299,1932.1283,,2067.5186,0.0,119,3.3178,42,1.171,17,0,0.0,67609,45645,1272.6301,,61208,0.234521,,1038,130,97,33,32.5651,13582,17473,279,13364,18315,277,218,-842,2,0,0,0,0,0,0,22896,29753,440,19969,27620,417,2927,2133,23,5,12,1,1,4,5,34,37,56,50,125
TRSA1/1130070,complete,http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1130070?gameHash=98f654a1229e5aea,CBLOL,2015,Post,0,2015-11-12 17:42:17,1,5.21,200,Red,team,,,KaBuM! Black,oe:team:73ecd29b1247e79bb564ec09cb51d3b,,80.0,140.0,53.0,,,2152,0,1,16,4,1,16,0,0,0,0,0,,,,0.0279,0.474,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0,0.0,0.0,,,0,3,36858,1027.6394,,2712.1004,0.0,103,2.8717,30,0.8364,14,0,0.0,50358,28394,791.6543,,48360,-0.234521,,960,136,130,6,30.5576,13364,18315,277,13582,17473,279,-218,842,-2,0,0,0,0,0,0,19969,27620,417,22896,29753,440,-2927,-2133,-23,1,4,5,5,12,1,105,100,6,131,4
TRSA1/1140061,complete,http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1140061?gameHash=9d894d80ef0a72d7,CBLOL,2015,Post,0,2015-11-12 18:42:30,2,5.21,200,Red,team,,,Vivo Keyd,oe:team:2ac91e85ddcfa4e5c6ec6c9b5d3f3f0,,27.0,62.0,114.0,,,2048,1,14,5,16,14,5,1,0,0,0,1,,,,0.4102,0.5566,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,10.0,2.0,0.0,1.0,,,2,0,55454,1624.6289,,2722.5,0.0,99,2.9004,29,0.8496,16,0,0.0,61690,40714,1192.793,,52647,0.154419,,934,126,82,44,31.0547,14412,17871,276,12850,16222,256,1562,1649,20,2,2,0,0,0,2,22107,27174,433,22040,27398,409,67,-224,24,3,3,3,3,2,3,105,100,65,53,125
TRSA1/1140061,complete,http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1140061?gameHash=9d894d80ef0a72d7,CBLOL,2015,Post,0,2015-11-12 18:42:30,2,5.21,100,Blue,team,,,KaBuM! Black,oe:team:73ecd29b1247e79bb564ec09cb51d3b,,80.0,107.0,140.0,,,2048,0,5,14,7,5,14,0,0,0,0,0,,,,0.1465,0.5566,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,10.0,1.0,0.0,,,0,2,56260,1648.2422,,2274.7559,0.0,116,3.3984,61,1.7871,13,0,0.0,47281,26305,770.6543,,45100,-0.154419,,826,102,101,1,27.1875,12850,16222,256,14412,17871,276,-1562,-1649,-20,0,0,2,2,2,0,22040,27398,409,22107,27174,433,-67,224,-24,3,2,3,3,3,3,34,37,145,17,4
TRKR1/840195,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/840195?gameHash=ddf11dd9d7617ed6,KeSPA,2016,,0,2015-11-13 09:01:03,1,5.21,100,Blue,team,,,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,,31.0,71.0,107.0,,,2881,1,16,14,47,16,14,2,0,0,0,1,,,,0.3332,0.6248,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,11.0,3.0,1.0,1.0,,,5,0,123190,2565.5675,,2635.335,0.0,187,3.8945,72,1.4995,27,0,0.0,87263,58374,1215.7029,,79141,-0.00349397,,1229,218,173,45,30.1354,14367,14095,213,14384,16042,259,-17,-1947,-46,1,3,0,0,0,1,21464,25333,391,22211,26333,417,-747,-1000,-26,1,3,0,0,0,1,105,62,11,25,130
TRKR1/840195,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/840195?gameHash=ddf11dd9d7617ed6,KeSPA,2016,,0,2015-11-13 09:01:03,1,5.21,200,Red,team,,,CJ Entus,oe:team:f8c3923ecbc5de1edc4eaea53407c6f,,125.0,4.0,16.0,,,2881,0,14,16,30,14,16,0,0,0,0,0,,,,0.2916,0.6248,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,11.0,0.0,0.0,,,0,5,92827,1933.2246,,3397.4662,0.0,146,3.0406,53,1.1038,25,0,0.0,78986,50097,1043.3252,,79418,0.00349397,,1231,222,198,24,30.2603,14384,16042,259,14367,14095,213,17,1947,46,0,0,1,1,3,0,22211,26333,417,21464,25333,391,747,1000,26,0,0,1,1,3,0,103,27,34,53,80
TRKR1/840207,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/840207?gameHash=9154ede36f5459f1,KeSPA,2016,,0,2015-11-13 10:44:05,2,5.21,100,Blue,team,,,CJ Entus,oe:team:f8c3923ecbc5de1edc4eaea53407c6f,,53.0,27.0,107.0,,,2652,1,27,16,55,27,16,5,0,0,0,1,,,,0.6109,0.9729,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,10.0,4.0,1.0,1.0,,,4,0,106278,2404.4796,,3505.8597,0.0,127,2.8733,71,1.6063,30,0,0.0,87455,60741,1374.2308,,82385,0.189518,,1251,223,134,89,33.3484,16329,18157,304,14194,16826,272,2135,1331,32,3,6,1,1,3,3,26445,30598,502,21708,27014,415,4737,3584,87,5,9,3,3,10,5,103,62,69,118,16
TRKR1/840207,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/840207?gameHash=9154ede36f5459f1,KeSPA,2016,,0,2015-11-13 10:44:05,2,5.21,200,Red,team,,,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,,71.0,4.0,31.0,,,2652,0,16,27,27,16,27,1,0,0,0,0,,,,0.362,0.9729,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,4.0,10.0,0.0,0.0,,,0,4,101956,2306.6968,,2966.267,0.0,198,4.4796,48,1.086,21,0,0.0,74123,47409,1072.6018,,68123,-0.189518,,1164,119,116,3,29.0271,14194,16826,272,16329,18157,304,-2135,-1331,-32,1,3,3,3,6,1,21708,27014,415,26445,30598,502,-4737,-3584,-87,3,10,5,5,9,3,34,37,11,9,130
TRKR1/840208,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/840208?gameHash=9b67e08cfb1ccd3f,KeSPA,2016,,0,2015-11-13 11:51:31,3,5.21,200,Red,team,,,CJ Entus,oe:team:f8c3923ecbc5de1edc4eaea53407c6f,,62.0,71.0,105.0,,,2872,1,10,8,19,10,8,0,0,0,0,1,,,,0.2089,0.376,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,11.0,4.0,1.0,1.0,,,4,0,103057,2153.0014,,2298.8022,0.0,162,3.3844,97,2.0265,21,0,0.0,81135,52331,1093.266,,74270,-0.0218141,,1331,214,165,49,32.2772,14527,18546,297,13686,17462,270,841,1084,27,1,4,0,0,0,1,21358,29116,465,20852,28136,439,506,980,26,1,4,0,0,0,1,69,27,48,131,125
TRKR1/840208,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/840208?gameHash=9b67e08cfb1ccd3f,KeSPA,2016,,0,2015-11-13 11:51:31,3,5.21,100,Blue,team,,,KT Rolster,oe:team:d723992568441c6bafa2658129eade7,,103.0,107.0,31.0,,,2872,0,8,10,19,8,10,0,0,0,0,0,,,,0.1671,0.376,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,11.0,0.0,0.0,,,0,4,79184,1654.2618,,2856.4972,0.0,208,4.3454,59,1.2326,22,0,0.0,79126,50322,1051.2953,,75908,0.0218141,,1400,178,160,18,32.9666,13686,17462,270,14527,18546,297,-841,-1084,-27,0,0,1,1,4,0,20852,28136,439,21358,29116,465,-506,-980,-26,0,0,1,1,4,0,34,100,145,53,4
TRKR1/840211,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/840211?gameHash=6b468864e5837b53,KeSPA,2016,,0,2015-11-13 13:10:16,1,5.21,200,Red,team,,,ESC Ever,oe:team:2e32a1985132a6c92ac8d39a3d158f0,,36.0,158.0,27.0,,,2440,1,21,9,45,21,9,1,0,0,0,0,,,,0.5164,0.7377,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,,,1,0,95327,2344.1066,,2693.3361,0.0,188,4.623,48,1.1803,24,0,0.0,74590,49890,1226.8033,,70050,0.151281,,1099,166,146,20,31.1066,14255,18649,275,14547,18257,261,-292,392,14,1,2,2,2,4,1,22648,29894,432,22645,27719,404,3,2175,28,4,8,4,4,8,4,69,100,107,118,12
TRKR1/840211,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/840211?gameHash=6b468864e5837b53,KeSPA,2016,,0,2015-11-13 13:10:16,1,5.21,100,Blue,team,,,SK Telecom T1,oe:team:3354e252e33ed55fd8fa14595ca1564,,125.0,62.0,53.0,,,2440,0,9,21,18,9,21,0,0,0,0,1,,,,0.2213,0.7377,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,9.0,1.0,1.0,,,0,1,70340,1729.6721,,3147.959,0.0,136,3.3443,50,1.2295,23,0,0.0,63349,38649,950.3852,,60198,-0.151281,,1033,162,152,10,29.3852,14547,18257,261,14255,18649,275,292,-392,-14,2,4,1,1,2,2,22645,27719,404,22648,29894,432,-3,-2175,-28,4,8,4,4,8,4,106,37,34,131,4
TRKR1/840219,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/840219?gameHash=be38af92a015c6f5,KeSPA,2016,,0,2015-11-13 14:31:02,2,5.21,100,Blue,team,,,ESC Ever,oe:team:2e32a1985132a6c92ac8d39a3d158f0,,36.0,105.0,27.0,,,2653,1,16,21,48,16,21,0,0,0,0,0,,,,0.3619,0.8368,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,7.0,10.0,0.0,0.0,,,1,4,113696,2571.3381,,3893.1926,0.0,189,4.2744,54,1.2213,25,0,0.0,74058,47335,1070.5239,,67885,-0.12931,,1082,155,139,16,27.9759,13213,17233,241,14150,17167,284,-937,66,-43,0,0,1,1,1,0,22494,28646,392,22648,29051,456,-154,-405,-64,3,5,3,3,4,3,71,100,34,131,12
TRKR1/840219,complete,http://matchhistory.na.leagueoflegends.com/en/#match-details/TRKR1/840219?gameHash=be38af92a015c6f5,KeSPA,2016,,0,2015-11-13 14:31:02,2,5.21,200,Red,team,,,SK Telecom T1,oe:team:3354e252e33ed55fd8fa14595ca1564,,107.0,62.0,56.0,,,2653,0,21,16,41,21,16,2,1,0,0,1,,,,0.4749,0.8368,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,10.0,7.0,1.0,1.0,,,4,1,121848,2755.703,,3489.4308,0.0,145,3.2793,44,0.9951,16,0,0.0,80080,53357,1206.7169,,77270,0.12931,,1097,189,120,69,29.0841,14150,17167,284,13213,17233,241,937,-66,43,1,1,0,0,0,1,22648,29051,456,22494,28646,392,154,405,64,3,4,3,3,5,3,106,37,69,53,125
TRSA1/1140089,complete,http://matchhistory.br.leagueoflegends.com/pt/#match-details/TRSA1/1140089?gameHash=0b6235450d1a09d9,CBLOL,2015,Post,0,2015-11-13 15:03:56,1,5.21,200,Red,team,,,KaBuM! e-Sports,oe:team:9dced510f02f8586ee7501922484ac0,,80.0,125.0,34.0,,,1679,1,22,5,70,22,5,4,2,0,0,1,,,,0.7862,0.9649,1.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,9.0,2.0,1.0,1.0,,,1,0,56120,2005.4795,,2167.0042,0.0,91,3.2519,26,0.9291,27,0,0.0,53535,36065,1288.8029,,46305,0.265411,,643,91,58,33,26.2299,14181,14466,211,13411,13401,211,770,1065,0,1,2,0,0,0,1,24277,24227,323,20294,22729,345,3983,1498,-22,7,20,2,2,3,7,106,37,56,131,4
